TaskType, TaskSize, Device-Id,TaskType.1, TaskSize.1, Device-Id.1,TaskType.2, TaskSize.2, Device-Id.2,TaskType.3, TaskSize.3, Device-Id.3,TaskType.4, TaskSize.4, Device-Id.4,TaskType.5, TaskSize.5, Device-Id.5,TaskType.6, TaskSize.6, Device-Id.6,TaskType.7, TaskSize.7, Device-Id.7,TaskType.8, TaskSize.8, Device-Id.8,TaskType.9, TaskSize.9, Device-Id.9,TaskType.10, TaskSize.10, Device-Id.10,TaskType.11, TaskSize.11, Device-Id.11,TaskType.12, TaskSize.12, Device-Id.12,TaskType.13, TaskSize.13, Device-Id.13,TaskType.14, TaskSize.14, Device-Id.14,TaskType.15, TaskSize.15, Device-Id.15,TaskType.16, TaskSize.16, Device-Id.16,TaskType.17, TaskSize.17, Device-Id.17,TaskType.18, TaskSize.18, Device-Id.18,TaskType.19, TaskSize.19, Device-Id.19,TaskType.20, TaskSize.20, Device-Id.20,TaskType.21, TaskSize.21, Device-Id.21,TaskType.22, TaskSize.22, Device-Id.22,TaskType.23, TaskSize.23, Device-Id.23,TaskType.24, TaskSize.24, Device-Id.24,TaskType.25, TaskSize.25, Device-Id.25,TaskType.26, TaskSize.26, Device-Id.26,TaskType.27, TaskSize.27, Device-Id.27,TaskType.28, TaskSize.28, Device-Id.28,TaskType.29, TaskSize.29, Device-Id.29,TaskType.30, TaskSize.30, Device-Id.30,TaskType.31, TaskSize.31, Device-Id.31,TaskType.32, TaskSize.32, Device-Id.32,TaskType.33, TaskSize.33, Device-Id.33,TaskType.34, TaskSize.34, Device-Id.34,TaskType.35, TaskSize.35, Device-Id.35,TaskType.36, TaskSize.36, Device-Id.36,TaskType.37, TaskSize.37, Device-Id.37,TaskType.38, TaskSize.38, Device-Id.38,TaskType.39, TaskSize.39, Device-Id.39,TaskType.40, TaskSize.40, Device-Id.40,TaskType.41, TaskSize.41, Device-Id.41,TaskType.42, TaskSize.42, Device-Id.42,TaskType.43, TaskSize.43, Device-Id.43,TaskType.44, TaskSize.44, Device-Id.44,TaskType.45, TaskSize.45, Device-Id.45,TaskType.46, TaskSize.46, Device-Id.46,TaskType.47, TaskSize.47, Device-Id.47,TaskType.48, TaskSize.48, Device-Id.48,TaskType.49, TaskSize.49, Device-Id.49,TaskType.50, TaskSize.50, Device-Id.50,TaskType.51, TaskSize.51, Device-Id.51,TaskType.52, TaskSize.52, Device-Id.52,TaskType.53, TaskSize.53, Device-Id.53,TaskType.54, TaskSize.54, Device-Id.54,TaskType.55, TaskSize.55, Device-Id.55,TaskType.56, TaskSize.56, Device-Id.56,TaskType.57, TaskSize.57, Device-Id.57,TaskType.58, TaskSize.58, Device-Id.58,TaskType.59, TaskSize.59, Device-Id.59,TaskType.60, TaskSize.60, Device-Id.60,TaskType.61, TaskSize.61, Device-Id.61,TaskType.62, TaskSize.62, Device-Id.62,TaskType.63, TaskSize.63, Device-Id.63,TaskType.64, TaskSize.64, Device-Id.64,TaskType.65, TaskSize.65, Device-Id.65,TaskType.66, TaskSize.66, Device-Id.66,TaskType.67, TaskSize.67, Device-Id.67,TaskType.68, TaskSize.68, Device-Id.68,TaskType.69, TaskSize.69, Device-Id.69,TaskType.70, TaskSize.70, Device-Id.70,TaskType.71, TaskSize.71, Device-Id.71,TaskType.72, TaskSize.72, Device-Id.72,TaskType.73, TaskSize.73, Device-Id.73,TaskType.74, TaskSize.74, Device-Id.74,TaskType.75, TaskSize.75, Device-Id.75,TaskType.76, TaskSize.76, Device-Id.76,TaskType.77, TaskSize.77, Device-Id.77,TaskType.78, TaskSize.78, Device-Id.78,TaskType.79, TaskSize.79, Device-Id.79,TaskType.80, TaskSize.80, Device-Id.80,TaskType.81, TaskSize.81, Device-Id.81,TaskType.82, TaskSize.82, Device-Id.82,TaskType.83, TaskSize.83, Device-Id.83,TaskType.84, TaskSize.84, Device-Id.84, Resource_Id, Resource_Id.1, Resource_Id.2, Resource_Id.3, Resource_Id.4, Resource_Id.5, Resource_Id.6, Resource_Id.7, Resource_Id.8, Resource_Id.9, Resource_Id.10, Resource_Id.11, Resource_Id.12, Resource_Id.13, Resource_Id.14, Resource_Id.15, Resource_Id.16, Resource_Id.17, Resource_Id.18, Resource_Id.19, Resource_Id.20, Resource_Id.21, Resource_Id.22, Resource_Id.23, Resource_Id.24, Resource_Id.25, Resource_Id.26, Resource_Id.27, Resource_Id.28, Resource_Id.29, Resource_Id.30, Resource_Id.31, Resource_Id.32, Resource_Id.33, Resource_Id.34, Resource_Id.35, Resource_Id.36, Resource_Id.37, Resource_Id.38, Resource_Id.39, Resource_Id.40, Resource_Id.41, Resource_Id.42, Resource_Id.43, Resource_Id.44, Resource_Id.45, Resource_Id.46, Resource_Id.47, Resource_Id.48, Resource_Id.49, Resource_Id.50, Resource_Id.51, Resource_Id.52, Resource_Id.53, Resource_Id.54, Resource_Id.55, Resource_Id.56, Resource_Id.57, Resource_Id.58, Resource_Id.59, Resource_Id.60, Resource_Id.61, Resource_Id.62, Resource_Id.63, Resource_Id.64, Resource_Id.65, Resource_Id.66, Resource_Id.67, Resource_Id.68, Resource_Id.69, Resource_Id.70, Resource_Id.71, Resource_Id.72, Resource_Id.73, Resource_Id.74, Resource_Id.75, Resource_Id.76, Resource_Id.77, Resource_Id.78, Resource_Id.79, Resource_Id.80, Resource_Id.81, Resource_Id.82, Resource_Id.83, Resource_Id.84,Unnamed: 340
4,0,4,4,0,5,4,0,2,4,0,5,4,0,2,4,0,3,4,0,3,4,0,5,4,0,3,4,0,4,4,0,5,4,0,4,4,0,4,4,0,3,4,0,3,4,0,3,4,0,5,4,0,2,4,0,2,4,0,5,4,0,5,4,0,2,4,0,5,4,0,2,9,15,2,7,12,2,6,10,4,7,12,5,6,10,2,7,12,2,8,14,4,7,12,5,7,12,2,7,12,2,8,14,2,8,14,2,6,10,2,7,12,2,8,14,5,8,14,5,7,12,5,6,10,2,8,14,2,6,10,2,9,15,5,8,14,2,9,15,2,9,15,4,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,2,2,3,2,2,4,4,5,2,5,2,5,2,3,3,5,3,2,4,4,5,4,5,5,2,2,2,4,2,2,5,5,2,5,5,4,5,2,5,2,5,2,4,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,2,4,0,2,4,0,3,4,0,2,4,0,2,4,0,4,4,0,4,4,0,5,4,0,2,4,0,5,4,0,2,4,0,5,4,0,2,4,0,3,4,0,3,4,0,5,4,0,3,4,0,2,4,0,4,4,0,4,4,0,5,4,0,4,4,0,5,9,15,5,7,12,2,6,10,2,7,12,2,6,10,4,7,12,2,8,14,2,7,12,5,7,12,5,7,12,2,8,14,5,8,14,5,6,10,4,7,12,5,8,14,2,8,14,5,7,12,2,6,10,5,8,14,2,6,10,4,9,15,2,8,14,5,9,15,4,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,5,3,2,3,3,5,2,5,2,4,5,5,5,5,4,5,2,4,3,4,5,2,5,2,5,2,2,5,3,5,4,2,2,5,5,2,2,2,2,4,2,2,5,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,5,4,0,3,4,0,2,4,0,3,4,0,3,4,0,5,4,0,2,4,0,5,4,0,2,4,0,4,4,0,5,4,0,5,4,0,5,4,0,5,4,0,4,4,0,5,4,0,2,4,0,4,4,0,3,4,0,4,4,0,5,4,0,2,4,0,5,9,15,2,7,12,5,6,10,2,7,12,2,6,10,5,7,12,3,8,14,5,7,12,4,7,12,2,7,12,2,8,14,5,8,14,5,6,10,2,7,12,2,8,14,2,8,14,2,7,12,4,6,10,2,8,14,2,6,10,5,9,15,2,8,14,5,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,2,5,4,4,2,2,3,2,5,2,5,3,2,2,5,2,4,5,5,4,2,2,2,2,2,4,5,5,4,4,2,5,5,4,2,4,4,2,5,2,2,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,5,4,0,2,4,0,5,4,0,4,4,0,4,4,0,2,4,0,2,4,0,3,4,0,2,4,0,5,4,0,2,4,0,5,4,0,3,4,0,2,4,0,2,4,0,5,4,0,2,4,0,4,4,0,5,4,0,5,4,0,4,4,0,2,4,0,2,9,15,2,7,12,2,6,10,2,7,12,4,6,10,5,7,12,5,8,14,4,7,12,4,7,12,2,7,12,5,8,14,5,8,14,4,6,10,2,7,12,4,8,14,4,8,14,2,7,12,5,6,10,2,8,14,2,6,10,4,9,15,4,8,14,5,9,15,4,9,15,5,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,5,3,5,5,3,4,5,2,2,5,4,2,5,5,5,2,5,5,3,4,4,2,5,2,4,2,5,5,2,5,2,5,5,2,5,5,2,5,4,5,4,5,2,4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,5,4,0,3,4,0,5,4,0,5,4,0,3,4,0,4,4,0,5,4,0,2,4,0,2,4,0,5,4,0,4,4,0,2,4,0,5,4,0,5,4,0,5,4,0,2,4,0,5,4,0,5,4,0,3,4,0,4,4,0,4,4,0,2,4,0,5,9,15,2,7,12,4,6,10,2,7,12,5,6,10,5,7,12,2,8,14,5,7,12,2,7,12,5,7,12,5,8,14,2,8,14,5,6,10,5,7,12,2,8,14,5,8,14,4,7,12,5,6,10,4,8,14,5,6,10,2,9,15,4,8,14,2,9,15,5,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,2,5,4,2,2,2,5,4,4,2,4,4,4,5,5,5,2,2,4,2,2,4,4,2,3,5,4,2,2,4,2,4,2,2,2,2,2,2,2,2,3,5,5,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,2,4,0,5,4,0,4,4,0,2,4,0,2,4,0,2,4,0,5,4,0,4,4,0,4,4,0,2,4,0,4,4,0,4,4,0,4,4,0,5,4,0,5,4,0,5,4,0,2,4,0,2,4,0,4,4,0,2,4,0,2,4,0,4,4,0,4,9,15,2,7,12,3,6,10,5,7,12,4,6,10,2,7,12,2,8,14,4,7,12,2,7,12,4,7,12,2,8,14,2,8,14,2,6,10,2,7,12,2,8,14,2,8,14,2,7,12,2,6,10,3,8,14,5,6,10,5,9,15,4,8,14,5,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,5,2,2,2,4,4,2,2,3,3,4,2,4,5,3,3,5,2,5,4,2,4,2,2,5,4,2,2,2,5,2,2,2,2,2,2,2,5,4,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,4,4,0,3,4,0,4,4,0,5,4,0,2,4,0,2,4,0,2,4,0,4,4,0,4,4,0,2,4,0,2,4,0,3,4,0,3,4,0,4,4,0,2,4,0,4,4,0,5,4,0,3,4,0,3,4,0,5,4,0,2,4,0,5,4,0,4,9,15,2,7,12,4,6,10,2,7,12,2,6,10,5,7,12,4,8,14,2,7,12,2,7,12,2,7,12,5,8,14,2,8,14,2,6,10,2,7,12,2,8,14,2,8,14,2,7,12,2,6,10,5,8,14,4,6,10,2,9,15,2,8,14,2,9,15,4,9,15,4,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,4,4,2,4,3,4,5,5,3,5,4,5,4,4,2,5,2,4,4,5,3,5,4,5,2,4,2,2,4,3,2,4,4,5,5,4,2,2,2,2,2,5,2,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,4,4,0,4,4,0,2,4,0,4,4,0,3,4,0,4,4,0,5,4,0,5,4,0,3,4,0,5,4,0,4,4,0,5,4,0,4,4,0,4,4,0,2,4,0,5,4,0,2,4,0,4,4,0,4,4,0,5,4,0,3,4,0,5,4,0,4,9,15,5,7,12,2,6,10,4,7,12,2,6,10,2,7,12,4,8,14,3,7,12,2,7,12,4,7,12,4,8,14,5,8,14,5,6,10,4,7,12,2,8,14,2,8,14,2,7,12,2,6,10,2,8,14,5,6,10,2,9,15,2,8,14,4,9,15,5,9,15,5,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,4,2,4,3,5,2,2,4,5,4,5,2,2,5,3,5,4,4,5,3,2,2,5,2,5,2,2,5,5,2,4,4,4,2,4,5,2,5,2,4,4,5,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,4,4,0,2,4,0,4,4,0,3,4,0,5,4,0,2,4,0,2,4,0,4,4,0,5,4,0,4,4,0,5,4,0,2,4,0,2,4,0,5,4,0,3,4,0,5,4,0,4,4,0,4,4,0,5,4,0,3,4,0,2,4,0,2,4,0,5,9,15,2,7,12,5,6,10,2,7,12,2,6,10,5,7,12,5,8,14,2,7,12,4,7,12,4,7,12,4,8,14,2,8,14,4,6,10,5,7,12,2,8,14,5,8,14,2,7,12,4,6,10,4,8,14,5,6,10,2,9,15,2,8,14,5,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,2,5,3,2,2,5,2,5,4,5,5,5,4,4,5,5,3,2,3,5,2,5,5,5,3,3,4,2,2,5,2,4,2,4,5,2,2,5,5,4,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,2,4,0,5,4,0,3,4,0,2,4,0,2,4,0,5,4,0,2,4,0,5,4,0,4,4,0,5,4,0,5,4,0,5,4,0,4,4,0,4,4,0,5,4,0,5,4,0,3,4,0,2,4,0,3,4,0,5,4,0,2,4,0,5,4,0,5,9,15,5,7,12,3,6,10,3,7,12,4,6,10,2,7,12,2,8,14,5,7,12,2,7,12,4,7,12,2,8,14,4,8,14,5,6,10,2,7,12,2,8,14,5,8,14,5,7,12,4,6,10,4,8,14,2,6,10,2,9,15,2,8,14,2,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,4,3,2,5,4,4,3,2,2,5,5,5,4,3,3,2,2,2,2,3,2,5,4,2,4,2,5,5,2,5,5,5,2,2,2,2,2,5,2,2,2,5,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,2,4,0,2,4,0,2,4,0,4,4,0,3,4,0,2,4,0,5,4,0,4,4,0,4,4,0,3,4,0,2,4,0,2,4,0,5,4,0,5,4,0,5,4,0,4,4,0,3,4,0,3,4,0,2,4,0,2,4,0,2,4,0,2,4,0,3,4,0,2,9,15,5,7,12,4,6,10,2,7,12,4,6,10,2,7,12,5,8,14,5,7,12,2,7,12,5,7,12,5,8,14,5,8,14,2,6,10,2,7,12,2,8,14,2,8,14,2,7,12,5,6,10,2,8,14,2,6,10,2,9,15,5,8,14,2,9,15,2,9,15,5,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,2,5,4,5,3,5,5,3,2,5,2,2,4,2,5,3,5,5,2,2,5,4,2,3,3,5,2,2,2,2,5,2,5,2,5,4,2,2,2,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,5,4,0,4,4,0,5,4,0,2,4,0,5,4,0,4,4,0,5,4,0,3,4,0,5,4,0,5,4,0,3,4,0,2,4,0,5,4,0,2,4,0,2,4,0,4,4,0,2,4,0,5,4,0,3,4,0,5,4,0,5,4,0,2,4,0,2,9,15,5,7,12,4,6,10,2,7,12,3,6,10,3,7,12,5,8,14,2,7,12,2,7,12,2,7,12,2,8,14,5,8,14,2,6,10,5,7,12,2,8,14,5,8,14,4,7,12,2,6,10,2,8,14,2,6,10,5,9,15,5,8,14,4,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,2,2,4,4,5,3,2,2,2,2,3,2,2,5,5,2,4,3,3,5,2,4,5,2,4,5,2,2,2,2,5,5,2,2,2,2,4,4,5,2,5,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,4,4,0,2,4,0,2,4,0,4,4,0,4,4,0,5,4,0,3,4,0,2,4,0,2,4,0,2,4,0,2,4,0,3,4,0,2,4,0,2,4,0,5,4,0,5,4,0,2,4,0,4,4,0,3,4,0,3,4,0,5,4,0,2,4,0,4,4,0,5,9,15,2,7,12,4,6,10,5,7,12,2,6,10,2,7,12,2,8,14,2,7,12,5,7,12,5,7,12,2,8,14,2,8,14,2,6,10,2,7,12,4,8,14,4,8,14,5,7,12,2,6,10,5,8,14,2,6,10,2,9,15,2,8,14,4,9,15,2,9,15,3,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,2,5,4,3,2,4,4,5,3,2,2,5,2,5,5,2,2,2,2,4,4,4,5,4,4,3,4,4,2,2,5,4,2,4,4,2,2,4,2,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,5,4,0,3,4,0,2,4,0,5,4,0,4,4,0,3,4,0,2,4,0,4,4,0,4,4,0,5,4,0,3,4,0,2,4,0,2,4,0,5,4,0,2,4,0,5,4,0,5,4,0,2,4,0,2,4,0,2,4,0,2,4,0,4,4,0,4,4,0,4,9,15,5,7,12,4,6,10,4,7,12,3,6,10,4,7,12,4,8,14,2,7,12,2,7,12,5,7,12,4,8,14,2,8,14,4,6,10,4,7,12,2,8,14,2,8,14,4,7,12,2,6,10,2,8,14,2,6,10,5,9,15,2,8,14,2,9,15,2,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,4,2,5,4,5,2,2,2,4,5,5,4,3,3,4,4,5,5,4,5,2,5,5,4,4,5,5,2,2,4,2,5,5,3,5,4,2,5,2,3,4,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,5,4,0,5,4,0,2,4,0,4,4,0,2,4,0,5,4,0,4,4,0,5,4,0,2,4,0,2,4,0,2,4,0,4,4,0,5,4,0,5,4,0,4,4,0,3,4,0,3,4,0,4,4,0,4,4,0,5,4,0,5,4,0,4,4,0,5,4,0,2,9,15,5,7,12,5,6,10,4,7,12,4,6,10,5,7,12,5,8,14,2,7,12,2,7,12,4,7,12,2,8,14,5,8,14,5,6,10,3,7,12,5,8,14,4,8,14,2,7,12,5,6,10,2,8,14,3,6,10,4,9,15,2,8,14,5,9,15,2,9,15,5,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,5,2,5,4,5,4,3,2,5,4,5,5,2,4,5,5,5,2,5,5,3,4,2,2,2,2,4,4,2,2,4,2,4,2,2,4,5,5,5,2,4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,5,4,0,4,4,0,3,4,0,4,4,0,5,4,0,2,4,0,5,4,0,4,4,0,5,4,0,4,4,0,3,4,0,2,4,0,5,4,0,4,4,0,5,4,0,5,4,0,2,4,0,4,4,0,5,4,0,5,4,0,5,4,0,2,4,0,5,4,0,5,9,15,3,7,12,4,6,10,2,7,12,2,6,10,2,7,12,2,8,14,4,7,12,4,7,12,2,7,12,2,8,14,4,8,14,2,6,10,4,7,12,2,8,14,2,8,14,4,7,12,5,6,10,5,8,14,5,6,10,2,9,15,4,8,14,2,9,15,5,9,15,2,3,15,6,2,14,7,0,10,8,2,14,9,0,10,10,2,14,11,1,12,13,2,14,14,2,14,15,2,14,16,1,12,17,1,12,18,0,10,20,2,14,21,1,12,22,1,12,23,2,14,24,0,10,25,1,12,27,0,10,28,3,15,29,1,12,30,3,15,31,3,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,2,5,2,2,4,5,4,5,4,4,3,5,5,3,4,5,5,2,2,2,2,3,2,4,2,5,2,5,2,2,4,2,5,4,2,4,4,5,5,2,2,5,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
